15000.0,12488.0,15000.0,9078.0,15000.0,9425.0,13457.0,15000.0,15000.0,14856.0
15000.0,10890.0,15000.0,9589.0,15000.0,10070.0,15000.0,12997.0,9571.0,15000.0
15000.0,10897.0,15000.0,9539.0,15000.0,10130.0,15000.0,12632.0,9971.0,15000.0
15000.0,13122.0,15000.0,9676.0,15000.0,10130.0,14607.0,15000.0,9637.0,15000.0
15000.0,13804.0,15000.0,9301.0,15000.0,10221.0,15000.0,13271.0,9315.0,15000.0
15000.0,13176.0,15000.0,9436.0,15000.0,9853.0,13893.0,15000.0,10480.0,15000.0
15000.0,14611.0,15000.0,9505.0,15000.0,10038.0,15000.0,13958.0,7595.0,15000.0
15000.0,13908.0,15000.0,9602.0,15000.0,10175.0,14549.0,15000.0,8830.0,15000.0
15000.0,13680.0,15000.0,10011.0,15000.0,10304.0,15000.0,12174.0,8631.0,15000.0
15000.0,12903.0,15000.0,9476.0,15000.0,10291.0,15000.0,12874.0,9256.0,15000.0
15000.0,11045.0,15000.0,9372.0,15000.0,10506.0,15000.0,14527.0,7997.0,15000.0
15000.0,12559.0,15000.0,9462.0,15000.0,10234.0,14800.0,15000.0,9370.0,15000.0
15000.0,14041.0,15000.0,9497.0,15000.0,10558.0,15000.0,13328.0,9179.0,15000.0
15000.0,12246.0,15000.0,9618.0,15000.0,10156.0,13792.0,15000.0,9408.0,15000.0
15000.0,11312.0,15000.0,9797.0,15000.0,10194.0,13478.0,15000.0,7813.0,15000.0
15000.0,12751.0,15000.0,9665.0,15000.0,10311.0,15000.0,12571.0,8879.0,15000.0
15000.0,11724.0,15000.0,9408.0,15000.0,10608.0,15000.0,13070.0,8994.0,15000.0
15000.0,11368.0,15000.0,9533.0,15000.0,10280.0,13140.0,15000.0,9153.0,15000.0
15000.0,12228.0,15000.0,9452.0,15000.0,10236.0,15000.0,13434.0,8261.0,15000.0
15000.0,12546.0,15000.0,9352.0,15000.0,10059.0,15000.0,13561.0,10987.0,15000.0
15000.0,11168.0,15000.0,9297.0,15000.0,9911.0,15000.0,11906.0,9553.0,15000.0
15000.0,11641.0,15000.0,9434.0,15000.0,9952.0,15000.0,12878.0,9865.0,15000.0
15000.0,12108.0,15000.0,9238.0,15000.0,10227.0,15000.0,14969.0,9094.0,15000.0
15000.0,11903.0,15000.0,9216.0,15000.0,10168.0,15000.0,14183.0,9469.0,15000.0
15000.0,12139.0,15000.0,8930.0,15000.0,9709.0,15000.0,12559.0,13827.0,15000.0
8508.0,15000.0,5497.0,15000.0,6245.0,15000.0,15000.0,11427.0,15000.0,11053.0
