time	final_out
1.780753007204848e-07	1.009000000000000e+00
1.790518632204848e-07	1.009000000000000e+00
1.800284257204848e-07	1.009000000000000e+00
1.810049882204848e-07	1.009000000000000e+00
1.819815507204848e-07	1.009000000000000e+00
1.829581132204848e-07	1.009000000000000e+00
1.839346757204848e-07	1.009000000000000e+00
1.849112382204848e-07	1.009000000000000e+00
1.858878007204848e-07	1.009000000000000e+00
1.868643632204848e-07	1.009000000000000e+00
1.878409257204848e-07	1.009000000000000e+00
1.888174882204848e-07	1.009000000000000e+00
1.897940507204848e-07	1.009000000000000e+00
1.907706132204848e-07	1.009000000000000e+00
1.917471757204848e-07	1.009000000000000e+00
1.927237382204848e-07	1.009000000000000e+00
1.937003007204848e-07	1.009000000000000e+00
1.946768632204848e-07	1.009000000000000e+00
1.956534257204848e-07	1.009000000000000e+00
1.966299882204848e-07	1.009000000000000e+00
1.976065507204848e-07	1.009000000000000e+00
1.985831132204848e-07	1.009000000000000e+00
1.995596757204848e-07	1.009000000000000e+00
2.005362382204848e-07	1.009000000000000e+00
2.015128007204848e-07	1.009000000000000e+00
2.024893632204848e-07	1.009000000000000e+00
2.034659257204848e-07	1.009000000000000e+00
2.044424882204848e-07	1.009000000000000e+00
2.054190507204848e-07	1.009000000000000e+00
2.063956132204848e-07	1.009000000000000e+00
2.073721757204848e-07	1.009000000000000e+00
2.083487382204848e-07	1.009000000000000e+00
2.093253007204847e-07	1.009000000000000e+00
2.103018632204847e-07	1.009000000000000e+00
2.112784257204847e-07	1.009000000000000e+00
2.122549882204847e-07	1.009000000000000e+00
2.132315507204847e-07	1.009000000000000e+00
2.142081132204847e-07	1.009000000000000e+00
2.151846757204847e-07	1.009000000000000e+00
2.161612382204847e-07	1.009000000000000e+00
2.171378007204847e-07	1.009000000000000e+00
2.181143632204847e-07	1.009000000000000e+00
2.190909257204847e-07	1.009000000000000e+00
2.200674882204847e-07	1.009000000000000e+00
2.210440507204847e-07	1.009000000000000e+00
2.220206132204847e-07	1.009000000000000e+00
2.229971757204847e-07	1.009000000000000e+00
2.239737382204847e-07	1.009000000000000e+00
2.249503007204847e-07	1.009000000000000e+00
2.259268632204847e-07	1.009000000000000e+00
2.269034257204847e-07	1.009000000000000e+00
2.278799882204847e-07	1.009000000000000e+00
2.288565507204847e-07	1.009000000000000e+00
2.298331132204847e-07	1.009000000000000e+00
2.308096757204847e-07	1.009000000000000e+00
2.317862382204847e-07	1.009000000000000e+00
2.327628007204847e-07	1.009000000000000e+00
2.337393632204847e-07	1.009000000000000e+00
2.347159257204847e-07	1.009000000000000e+00
2.356924882204847e-07	1.009000000000000e+00
2.366690507204847e-07	1.009000000000000e+00
2.376456132204847e-07	1.009000000000000e+00
2.386221757204847e-07	1.009000000000000e+00
2.395987382204847e-07	1.009000000000000e+00
2.405753007204847e-07	1.009000000000000e+00
2.415518632204848e-07	1.009000000000000e+00
2.425284257204848e-07	1.009000000000000e+00
2.435049882204848e-07	1.009000000000000e+00
2.444815507204848e-07	1.009000000000000e+00
2.454581132204849e-07	1.009000000000000e+00
2.464346757204849e-07	1.009000000000000e+00
2.474112382204849e-07	1.009000000000000e+00
2.483878007204849e-07	1.009000000000000e+00
2.493643632204850e-07	1.009000000000000e+00
2.503409257204850e-07	1.009000000000000e+00
2.513174882204850e-07	1.009000000000000e+00
2.522940507204850e-07	1.009000000000000e+00
2.532706132204850e-07	1.009000000000000e+00
2.542471757204851e-07	1.009000000000000e+00
2.552237382204851e-07	1.009000000000000e+00
2.562003007204851e-07	1.009000000000000e+00
2.571768632204851e-07	1.009000000000000e+00
2.581534257204852e-07	1.009000000000000e+00
2.591299882204852e-07	1.009000000000000e+00
2.601065507204852e-07	1.009000000000000e+00
2.610831132204852e-07	1.009000000000000e+00
2.620596757204853e-07	1.009000000000000e+00
2.630362382204853e-07	1.009000000000000e+00
2.640128007204853e-07	1.009000000000000e+00
2.649893632204853e-07	1.009000000000000e+00
2.659659257204854e-07	1.009000000000000e+00
2.669424882204854e-07	1.009000000000000e+00
2.679190507204854e-07	1.009000000000000e+00
2.688956132204854e-07	1.009000000000000e+00
2.698721757204855e-07	1.009000000000000e+00
2.708487382204855e-07	1.009000000000000e+00
2.718253007204855e-07	1.009000000000000e+00
2.728018632204855e-07	1.009000000000000e+00
2.737784257204855e-07	1.009000000000000e+00
2.747549882204856e-07	1.009000000000000e+00
2.757315507204856e-07	1.009000000000000e+00
2.767081132204856e-07	1.009000000000000e+00
2.776846757204856e-07	1.009000000000000e+00
2.786612382204857e-07	1.009000000000000e+00
2.796378007204857e-07	1.009000000000000e+00
2.806143632204857e-07	1.009000000000000e+00
2.815909257204857e-07	1.009000000000000e+00
2.825674882204858e-07	1.009000000000000e+00
2.835440507204858e-07	1.009000000000000e+00
2.845206132204858e-07	1.009000000000000e+00
2.854971757204858e-07	1.009000000000000e+00
2.864737382204859e-07	1.009000000000000e+00
2.874503007204859e-07	1.009000000000000e+00
2.884268632204859e-07	1.009000000000000e+00
2.894034257204859e-07	1.009000000000000e+00
2.903799882204860e-07	1.009000000000000e+00
2.913565507204860e-07	1.009000000000000e+00
2.923331132204860e-07	1.009000000000000e+00
2.933096757204860e-07	1.009000000000000e+00
2.942862382204860e-07	1.009000000000000e+00
2.952628007204861e-07	1.009000000000000e+00
2.962393632204861e-07	1.009000000000000e+00
2.972159257204861e-07	1.009000000000000e+00
2.981924882204861e-07	1.009000000000000e+00
2.991690507204862e-07	1.009000000000000e+00
3.000000000000000e-07	1.009000000000000e+00
3.000976562500000e-07	1.003238281250000e+00
3.002929687500000e-07	9.917148437499992e-01
3.006835937500000e-07	9.686679687499978e-01
3.009616979199481e-07	9.522598227230619e-01
3.010000000000000e-07	9.500000000000001e-01
3.010295680121973e-07	9.500000000000001e-01
3.010887040365921e-07	9.500000000000001e-01
3.012069760853816e-07	9.500000000000001e-01
3.014435201829607e-07	9.500000000000001e-01
3.016600395365743e-07	9.500000000000001e-01
3.020930782438016e-07	9.500000000000001e-01
3.025677037504126e-07	9.500000000000001e-01
3.032387851061722e-07	9.500000000000001e-01
3.040733701876168e-07	9.500000000000001e-01
3.050499326876169e-07	9.500000000000001e-01
3.060264951876169e-07	9.500000000000001e-01
3.070030576876169e-07	9.500000000000001e-01
3.079796201876169e-07	9.500000000000001e-01
3.089561826876170e-07	9.500000000000001e-01
3.099327451876170e-07	9.500000000000001e-01
3.100000000000000e-07	9.500000000000001e-01
3.100976562500000e-07	9.500000000000001e-01
3.102929687500000e-07	9.500000000000001e-01
3.106835937500000e-07	9.500000000000001e-01
3.110000000000000e-07	9.500000000000001e-01
3.110742303660475e-07	9.500000000000001e-01
3.112226910981426e-07	9.500000000000001e-01
3.115196125623328e-07	9.500000000000001e-01
3.120606084938711e-07	9.500000000000001e-01
3.127497941789699e-07	9.500000000000001e-01
3.133879837647063e-07	9.500000000000001e-01
3.143645462647063e-07	9.500000000000001e-01
3.153411087647063e-07	9.500000000000001e-01
3.163176712647064e-07	9.500000000000001e-01
3.172942337647064e-07	9.500000000000001e-01
3.182707962647064e-07	9.500000000000001e-01
3.192473587647064e-07	9.500000000000001e-01
3.200000000000000e-07	9.500000000000001e-01
3.200976562500000e-07	9.500000000000001e-01
3.202929687500000e-07	9.500000000000001e-01
3.206835937500000e-07	9.500000000000001e-01
3.210000000000000e-07	9.500000000000001e-01
3.210781250000000e-07	9.500000000000001e-01
3.212343750000000e-07	9.500000000000001e-01
3.215468750000000e-07	9.500000000000001e-01
3.221718750000000e-07	9.500000000000001e-01
3.228309613970555e-07	9.500000000000001e-01
3.237588253908755e-07	9.500000000000001e-01
3.247353878908755e-07	9.500000000000001e-01
3.257119503908755e-07	9.500000000000001e-01
3.266885128908756e-07	9.500000000000001e-01
3.276650753908756e-07	9.500000000000001e-01
3.286416378908756e-07	9.500000000000001e-01
3.296182003908756e-07	9.500000000000001e-01
3.305947628908757e-07	9.500000000000001e-01
3.315713253908757e-07	9.500000000000001e-01
3.325478878908757e-07	9.500000000000001e-01
3.335244503908757e-07	9.500000000000001e-01
3.345010128908757e-07	9.500000000000001e-01
3.354775753908758e-07	9.500000000000001e-01
3.364541378908758e-07	9.500000000000001e-01
3.374307003908758e-07	9.500000000000001e-01
3.384072628908758e-07	9.500000000000001e-01
3.393838253908759e-07	9.500000000000001e-01
3.403603878908759e-07	9.500000000000001e-01
3.413369503908759e-07	9.500000000000001e-01
3.423135128908759e-07	9.500000000000001e-01
3.432900753908760e-07	9.500000000000001e-01
3.442666378908760e-07	9.500000000000001e-01
3.452432003908760e-07	9.500000000000001e-01
3.462197628908760e-07	9.500000000000001e-01
3.471963253908761e-07	9.500000000000001e-01
3.481728878908761e-07	9.500000000000001e-01
3.491494503908761e-07	9.500000000000001e-01
3.501260128908761e-07	9.500000000000001e-01
3.511025753908761e-07	9.500000000000001e-01
3.520791378908762e-07	9.500000000000001e-01
3.530557003908762e-07	9.500000000000001e-01
3.540322628908762e-07	9.500000000000001e-01
3.550088253908762e-07	9.500000000000001e-01
3.559853878908763e-07	9.500000000000001e-01
3.569619503908763e-07	9.500000000000001e-01
3.579385128908763e-07	9.500000000000001e-01
3.589150753908763e-07	9.500000000000001e-01
3.598916378908764e-07	9.500000000000001e-01
3.608682003908764e-07	9.500000000000001e-01
3.618447628908764e-07	9.500000000000001e-01
3.628213253908764e-07	9.500000000000001e-01
3.637978878908765e-07	9.500000000000001e-01
3.647744503908765e-07	9.500000000000001e-01
3.657510128908765e-07	9.500000000000001e-01
3.667275753908765e-07	9.500000000000001e-01
3.677041378908766e-07	9.500000000000001e-01
3.686807003908766e-07	9.500000000000001e-01
3.696572628908766e-07	9.500000000000001e-01
3.706338253908766e-07	9.500000000000001e-01
3.716103878908766e-07	9.500000000000001e-01
3.725869503908767e-07	9.500000000000001e-01
3.735635128908767e-07	9.500000000000001e-01
3.745400753908767e-07	9.500000000000001e-01
3.755166378908767e-07	9.500000000000001e-01
3.764932003908768e-07	9.500000000000001e-01
3.774697628908768e-07	9.500000000000001e-01
3.784463253908768e-07	9.500000000000001e-01
3.794228878908768e-07	9.500000000000001e-01
3.803994503908769e-07	9.500000000000001e-01
3.813760128908769e-07	9.500000000000001e-01
3.823525753908769e-07	9.500000000000001e-01
3.833291378908769e-07	9.500000000000001e-01
3.843057003908770e-07	9.500000000000001e-01
3.852822628908770e-07	9.500000000000001e-01
3.862588253908770e-07	9.500000000000001e-01
3.872353878908770e-07	9.500000000000001e-01
3.882119503908771e-07	9.500000000000001e-01
3.891885128908771e-07	9.500000000000001e-01
3.901650753908771e-07	9.500000000000001e-01
3.911416378908771e-07	9.500000000000001e-01
3.921182003908771e-07	9.500000000000001e-01
3.930947628908772e-07	9.500000000000001e-01
3.940713253908772e-07	9.500000000000001e-01
3.950478878908772e-07	9.500000000000001e-01
3.960244503908772e-07	9.500000000000001e-01
3.970010128908773e-07	9.500000000000001e-01
3.979775753908773e-07	9.500000000000001e-01
3.989541378908773e-07	9.500000000000001e-01
3.999307003908773e-07	9.500000000000001e-01
4.009072628908774e-07	9.500000000000001e-01
4.018838253908774e-07	9.500000000000001e-01
4.028603878908774e-07	9.500000000000001e-01
4.038369503908774e-07	9.500000000000001e-01
4.048135128908775e-07	9.500000000000001e-01
4.057900753908775e-07	9.500000000000001e-01
4.067666378908775e-07	9.500000000000001e-01
4.077432003908775e-07	9.500000000000001e-01
4.087197628908775e-07	9.500000000000001e-01
4.096963253908776e-07	9.500000000000001e-01
4.106728878908776e-07	9.500000000000001e-01
4.116494503908776e-07	9.500000000000001e-01
4.126260128908776e-07	9.500000000000001e-01
4.136025753908777e-07	9.500000000000001e-01
4.145791378908777e-07	9.500000000000001e-01
4.155557003908777e-07	9.500000000000001e-01
4.165322628908777e-07	9.500000000000001e-01
4.175088253908778e-07	9.500000000000001e-01
4.184853878908778e-07	9.500000000000001e-01
4.194619503908778e-07	9.500000000000001e-01
4.204385128908778e-07	9.500000000000001e-01
4.214150753908779e-07	9.500000000000001e-01
4.223916378908779e-07	9.500000000000001e-01
4.233682003908779e-07	9.500000000000001e-01
4.243447628908779e-07	9.500000000000001e-01
4.253213253908780e-07	9.500000000000001e-01
4.262978878908780e-07	9.500000000000001e-01
4.272744503908780e-07	9.500000000000001e-01
4.282510128908780e-07	9.500000000000001e-01
4.292275753908780e-07	9.500000000000001e-01
4.302041378908781e-07	9.500000000000001e-01
4.311807003908781e-07	9.500000000000001e-01
4.321572628908781e-07	9.500000000000001e-01
4.331338253908781e-07	9.500000000000001e-01
4.341103878908782e-07	9.500000000000001e-01
4.350869503908782e-07	9.500000000000001e-01
4.360635128908782e-07	9.500000000000001e-01
4.370400753908782e-07	9.500000000000001e-01
4.380166378908783e-07	9.500000000000001e-01
4.389932003908783e-07	9.500000000000001e-01
4.399697628908783e-07	9.500000000000001e-01
4.409463253908783e-07	9.500000000000001e-01
4.419228878908784e-07	9.500000000000001e-01
4.428994503908784e-07	9.500000000000001e-01
4.438760128908784e-07	9.500000000000001e-01
4.448525753908784e-07	9.500000000000001e-01
4.458291378908785e-07	9.500000000000001e-01
4.468057003908785e-07	9.500000000000001e-01
4.477822628908785e-07	9.500000000000001e-01
4.487588253908785e-07	9.500000000000001e-01
4.497353878908785e-07	9.500000000000001e-01
4.507119503908786e-07	9.500000000000001e-01
4.516885128908786e-07	9.500000000000001e-01
4.526650753908786e-07	9.500000000000001e-01
4.536416378908786e-07	9.500000000000001e-01
4.546182003908787e-07	9.500000000000001e-01
4.555947628908787e-07	9.500000000000001e-01
4.565713253908787e-07	9.500000000000001e-01
4.575478878908787e-07	9.500000000000001e-01
4.585244503908788e-07	9.500000000000001e-01
4.595010128908788e-07	9.500000000000001e-01
4.604775753908788e-07	9.500000000000001e-01
4.614541378908788e-07	9.500000000000001e-01
4.624307003908789e-07	9.500000000000001e-01
4.634072628908789e-07	9.500000000000001e-01
4.643838253908789e-07	9.500000000000001e-01
4.653603878908789e-07	9.500000000000001e-01
4.663369503908790e-07	9.500000000000001e-01
4.673135128908790e-07	9.500000000000001e-01
4.682900753908790e-07	9.500000000000001e-01
4.692666378908790e-07	9.500000000000001e-01
4.702432003908790e-07	9.500000000000001e-01
4.712197628908791e-07	9.500000000000001e-01
4.721963253908791e-07	9.500000000000001e-01
4.731728878908791e-07	9.500000000000001e-01
4.741494503908791e-07	9.500000000000001e-01
4.751260128908792e-07	9.500000000000001e-01
4.761025753908792e-07	9.500000000000001e-01
4.770791378908792e-07	9.500000000000001e-01
4.780557003908792e-07	9.500000000000001e-01
4.790322628908792e-07	9.500000000000001e-01
4.800088253908792e-07	9.500000000000001e-01
4.809853878908793e-07	9.500000000000001e-01
4.819619503908793e-07	9.500000000000001e-01
4.829385128908793e-07	9.500000000000001e-01
4.839150753908793e-07	9.500000000000001e-01
4.848916378908793e-07	9.500000000000001e-01
4.858682003908794e-07	9.500000000000001e-01
4.868447628908794e-07	9.500000000000001e-01
4.878213253908794e-07	9.500000000000001e-01
4.887978878908794e-07	9.500000000000001e-01
4.897744503908795e-07	9.500000000000001e-01
4.907510128908795e-07	9.500000000000001e-01
4.917275753908795e-07	9.500000000000001e-01
4.927041378908795e-07	9.500000000000001e-01
4.936807003908796e-07	9.500000000000001e-01
4.946572628908796e-07	9.500000000000001e-01
4.956338253908796e-07	9.500000000000001e-01
4.966103878908796e-07	9.500000000000001e-01
4.975869503908797e-07	9.500000000000001e-01
4.985635128908797e-07	9.500000000000001e-01
4.995400753908797e-07	9.500000000000001e-01
5.005166378908797e-07	9.500000000000001e-01
5.014932003908798e-07	9.500000000000001e-01
5.024697628908798e-07	9.500000000000001e-01
5.034463253908798e-07	9.500000000000001e-01
5.044228878908798e-07	9.500000000000001e-01
5.053994503908798e-07	9.500000000000001e-01
5.063760128908799e-07	9.500000000000001e-01
5.073525753908799e-07	9.500000000000001e-01
5.083291378908799e-07	9.500000000000001e-01
5.093057003908799e-07	9.500000000000001e-01
5.102822628908800e-07	9.500000000000001e-01
5.112588253908800e-07	9.500000000000001e-01
5.122353878908800e-07	9.500000000000001e-01
5.132119503908800e-07	9.500000000000001e-01
5.141885128908801e-07	9.500000000000001e-01
5.151650753908801e-07	9.500000000000001e-01
5.161416378908801e-07	9.500000000000001e-01
5.171182003908801e-07	9.500000000000001e-01
5.180947628908802e-07	9.500000000000001e-01
5.190713253908802e-07	9.500000000000001e-01
5.200478878908802e-07	9.500000000000001e-01
5.210244503908802e-07	9.500000000000001e-01
5.220010128908803e-07	9.500000000000001e-01
5.229775753908803e-07	9.500000000000001e-01
5.239541378908803e-07	9.500000000000001e-01
5.249307003908803e-07	9.500000000000001e-01
5.259072628908803e-07	9.500000000000001e-01
5.268838253908804e-07	9.500000000000001e-01
5.278603878908804e-07	9.500000000000001e-01
5.288369503908804e-07	9.500000000000001e-01
5.298135128908804e-07	9.500000000000001e-01
5.307900753908805e-07	9.500000000000001e-01
5.317666378908805e-07	9.500000000000001e-01
5.327432003908805e-07	9.500000000000001e-01
5.337197628908805e-07	9.500000000000001e-01
5.346963253908806e-07	9.500000000000001e-01
5.356728878908806e-07	9.500000000000001e-01
5.366494503908806e-07	9.500000000000001e-01
5.376260128908806e-07	9.500000000000001e-01
5.386025753908807e-07	9.500000000000001e-01
5.395791378908807e-07	9.500000000000001e-01
5.405557003908807e-07	9.500000000000001e-01
5.415322628908807e-07	9.500000000000001e-01
5.425088253908807e-07	9.500000000000001e-01
5.434853878908808e-07	9.500000000000001e-01
5.444619503908808e-07	9.500000000000001e-01
5.454385128908808e-07	9.500000000000001e-01
5.464150753908808e-07	9.500000000000001e-01
5.473916378908809e-07	9.500000000000001e-01
5.483682003908809e-07	9.500000000000001e-01
5.493447628908809e-07	9.500000000000001e-01
5.503213253908809e-07	9.500000000000001e-01
5.512978878908810e-07	9.500000000000001e-01
5.522744503908810e-07	9.500000000000001e-01
5.532510128908810e-07	9.500000000000001e-01
