15128.645440125883,11474.80562712368,15014.858192219417,12126.496304319602,15160.223754163213,13453.20300137503,14823.085863592592,5000.0,14885.203576538233,10975.392450635756,14992.106092693113,14100.356953691593,13713.67563164278,15080.312684469269,14858.267968032045,12756.309502918002,13809.878215865809,15000.0,14104.440096040522,14959.656964314137,14944.068053355328,9397.832733013933,15048.794992820045,11872.280684646543,15086.553149342275,5000.0,15082.176599406173,13827.583237232566,13619.416178476738,5000.0,11658.139884886765,14962.182208520946,14849.366840252795,13233.205143990737,14908.324036362039,12042.10212276785,15000.0,15103.970279272731,14924.863017457405,13219.80965621961
15087.564080154194,11026.319916672737,14991.318063416127,11637.842455905067,15105.632922417093,13744.157244365853,15067.629293187143,14794.166036002895,14998.637788708851,15000.0,14864.020574073655,13676.97794827337,5000.0,14621.736039892827,13249.6971204251,14725.520017133851,14873.579570127196,12621.388419096513,14962.70031579976,13787.390183937405,15145.586467300922,11654.361842859797,15000.0,15000.0,15197.571927601575,9793.000599289424,15046.190849265779,14491.372385809012,14321.7536141874,15002.168382093741,11296.100014836145,15000.0,14280.161541013595,14919.270162745152,15070.398674317516,11799.928811911954,13323.852672635365,14935.321691588833,15054.520886606833,12721.897712524322
14847.548166584069,14870.883491042723,14987.747211368232,13666.477054581774,11700.34439472623,14987.239306414864,5000.0,14900.264557483382,14985.29362024385,13564.004570059355,14970.352127733098,13834.583989507935,14799.519908835633,14437.573179739198,14949.61143628452,13794.605796630702,15068.523006794632,14486.904338348824,14788.000232186827,15157.882239431505,15156.876650350232,11930.574362814223,5000.0,11970.598978000498,15102.488885007351,12277.550464621601,14891.666708676255,14927.082088054469,13866.414545244814,14906.589117522903,14311.022461121784,15101.904043381714,15033.407305748458,11831.326180194503,14951.417444938495,14296.979364378107,10621.699435462813,15075.465029655528,15077.257322891053,12187.03295011494
11565.267725398844,15108.430622479931,15162.76266218755,5000.0,10134.40251030774,15100.633534511953,14598.228744824366,14957.593910094856,14798.59007241641,12965.230845056947,15034.451109034613,13601.996382191242,13070.92738969988,14885.5919044148,15000.0,14398.339642487259,14428.993891806746,15052.599320017765,13677.260154285967,14747.786964677462,14795.895073604597,11503.720200673357,15000.0,5000.0,15128.780351956815,12490.797595998078,14952.107264081806,14049.635134329672,15044.534832858426,14891.038769322395,15000.0,13086.680103190592,14956.867809427344,8913.056258542869,14916.50202061587,15000.0,14289.647139229979,15148.048098833873,5000.0,15045.811685102159
11021.394107780849,15022.787015131626,14699.51086309548,13882.080271948676,12336.787312170753,15018.568934160614,14931.778667230416,13508.238562385759,15004.486277384965,5000.0,14871.047709450593,13668.938399913222,14191.072212505826,15037.474045116598,14843.974765837931,15002.79223261231,14786.41363374334,14944.814796713528,14738.319831853587,14838.918495720101,14797.117476018706,12405.974392980437,13711.18010727793,15084.45397756932,15154.9973916995,5000.0,5000.0,15085.106175577224,14997.339499443568,15194.891756105771,15065.538671183635,10513.674114336316,15042.789768890894,15000.0,14736.889111121307,15209.222681386878,15129.519768511642,12824.750293537829,14949.737536169461,5000.0
11711.942577320095,14991.586341827804,14863.53849280884,12176.636677049293,14776.367557735704,14263.305197821228,14862.618383681953,14486.788513683743,14989.328850581322,15203.796330990082,15212.438661916505,14382.541457787811,14433.030157122732,15017.857223701392,13249.636797489606,14995.212382785177,13988.457851909743,14890.770090335782,14666.852467904002,15079.760700371571,15010.294527655415,11796.07759215735,15000.0,13361.086982633904,13306.802324145427,5000.0,14848.48207865927,13120.929524530698,15000.0,14946.850511953393,15051.283328040561,9950.272675069025,12549.238077086276,15011.726798337511,15056.722532874137,13914.866415838074,15000.0,11875.08010498886,13815.004870505421,15000.0
15150.05848069798,14276.855380459541,15022.772945827308,11911.92633101433,15041.484395297854,12986.475297122615,13689.65290039666,15142.331230228492,15133.284622682339,13228.80401919392,15000.0,15052.445981373541,13654.906680016675,14991.451053542163,14402.30652839994,15118.555556772239,15000.0,14996.46724398301,14832.398332260382,13964.678635298447,14388.44464080808,5000.0,14983.04007833722,14969.510709765224,5000.0,13655.530289638156,15100.897103300078,13698.254106223316,14980.131892102481,13575.334780901407,14973.927872013262,14602.121730494224,12053.503724583985,15000.0,14485.621212734704,15010.422033298228,15000.0,15000.0,12934.128792308647,14906.057063780572
15116.854420638254,13612.848211238468,15018.376557614129,12313.320438918636,15000.0,10703.589014343255,14475.663260322724,14806.700063622191,15053.608592829949,14333.781262282817,5000.0,15022.52101915787,13941.900007917715,15025.659752664975,12115.953310011739,15054.957370951272,5000.0,15039.130957297926,14975.845922169901,14906.555689985262,14905.985173996625,14624.245905752085,15000.0,14708.371296546848,13831.037095458174,15087.674839405994,5000.0,13457.92769359438,15275.861203191918,14907.321938896283,5000.0,15070.741315637606,12083.920235358892,15048.936228173816,13713.293369720723,15000.0,14798.08254559627,12842.270179269934,12919.421658023748,14980.474098978788
14989.464455914253,14250.32100331042,15167.934208435043,11566.516393733944,15000.0,14905.052593555329,14947.225966144917,14912.004362744909,14543.502016434342,14798.638017143256,15034.467484580291,13879.387875248918,14992.150070493686,11769.991816557304,14304.381527777388,14790.500891439879,5000.0,15025.079773261741,15173.72285575836,14954.69446293566,12723.37444619866,14867.945458713672,14658.040021397928,5000.0,14214.716345722574,14848.466301058608,15046.792667406839,14301.212088135851,14995.554316247077,14758.634778023521,15044.77700122375,14115.521895426868,15158.49021939782,14235.81942484671,15059.837963317943,12454.878627206013,14174.81625064668,15025.902004975562,14812.887142798927,14772.780233003125
14101.172277728057,14975.12428797091,13082.446815243347,15000.0,13353.544404705643,15146.637525742342,14836.47529127979,13938.468848195453,10994.800331944494,15000.0,14991.350202999447,13662.09597213927,14989.630416326618,13371.57398229572,14541.119420741072,15083.436694528751,14847.189265002628,13925.076340429801,14520.344001545958,15055.020518977346,12842.030373731463,14945.50019123117,5000.0,12165.129785721036,15000.0,15102.279044463887,15192.334978209728,14198.872660369232,15000.0,13909.639721487103,14944.351305963122,15000.0,14788.916008395638,12751.544507670238,14979.260060243463,5000.0,12713.995513747379,15001.555590236656,14931.358821129648,11383.77747704574
